GPS,_GPS_latitude,_GPS_longitude,_GPS_altitude,_GPS_precision,_Town_VDC_Village,Please_take_a_photo_when_possi,Gender,Age,receive_relief,government,ngo,youth_groups,neighbours,relatives,others,1_day,2_4_days,5_7_days,8__days,food,formof_relief/sanitation,formof_relief/emergency_medi_1,formof_relief/cash,formof_relief/tents,formof_relief/building_mater,formof_relief/others,top_priority/employment,top_priority/foreign_employ,top_priority/education,top_priority/rebuilding,top_priority/farm_business,top_priority/not_sure,Any_comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,50,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,We live in rent here. I have building my house near by. We went to bus park during the earthquake and we stayed there for days. The house we are living in is also damaged by earthquake. I am trying to build my house as soon as possible so that I could move into my new house where my family will be safe.,2015-09-08T19:47:21.000+06:45,2015-09-08T19:51:20.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:11b4b3d5-695f-45d7-bcf4-3611409b8473,11b4b3d5-695f-45d7-bcf4-3611409b8473,2015-09-08T14:06:21,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,40,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I am from DHarmasali. I had to wait for more than 3 days to get first help. My house is totally destroyed. neighbour and some INGOs people helped me to clear the destroyed house. Government has done nothing there. And here the real victims are not getting reliefs. The responsible relief distributer is distributing relief to their relatives and the people they know.,2015-09-08T19:51:20.000+06:45,2015-09-08T20:04:24.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:08fd20ae-0c78-47aa-8f04-2f4813ca07d8,08fd20ae-0c78-47aa-8f04-2f4813ca07d8,2015-09-08T14:19:28,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,44,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Hoping for government to get some relief but I think they didn't do any work for our upliftment,2015-09-08T19:29:00.000+06:45,2015-09-08T20:05:24.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:2B0ZDPaXlg6waTlp,no phonenumber property in enketo,uuid:b75270af-3aca-43d5-b6fd-c13d46684372,b75270af-3aca-43d5-b6fd-c13d46684372,2015-09-08T14:20:25,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,female,45,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I am confused what to say. I got relief but in such a small amount that I should say I got nothing. The other people around us have got relief stuff in such a hung quantity that they are short of space to put them and I have got in such a small quantity. Government should have distributed according to the need of victims. The distribution progess is unplanned, unmanaged and biased. What happened has happened but in future I hope to get easy loan in low interest from government.",2015-09-08T22:58:15.000+06:45,2015-09-08T23:04:13.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:zVSO3tMoium4xyab,no phonenumber property in enketo,uuid:e0ee5830-db0c-4c4f-a94a-8e41e27e8d91,e0ee5830-db0c-4c4f-a94a-8e41e27e8d91,2015-09-08T17:19:05,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,54,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"I have two houses. I lost my one house by the first hit of earthquake. But I could not get any competation for that house as government officials say I have another house to live in. Talking about the second house, it was stuck by another house near by.It was stuck so hard that there is no condition that we could live in there. Its too risky but government officials dont understand. I spent 6 lakhs for clearing my first house and spent more than a lakh for repairing the second house. They have not provided me the victim card. The responsible people are not doing their work properly. My priority will be rebuilding house. But I know I have to do that on my own. I will not get assitance from government because of negative political inflence and un appropriate behaviour of government officers",2015-09-08T23:04:13.000+06:45,2015-09-08T23:11:39.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:zVSO3tMoium4xyab,no phonenumber property in enketo,uuid:91a28bdc-70a2-4238-ab99-b1b084e79c63,91a28bdc-70a2-4238-ab99-b1b084e79c63,2015-09-08T17:26:31,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,45,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,I didnot get any relief from anywhere. I lost my house and as you see I am clearing the concretes. I am doing this on my own. Government has not provided assistance in clearing this mass of destroyed concrete. the government offices have not given us any victim card. And i doubt that government will provide us any monetary assistance so that we could rebuild our house in easy way.,2015-09-08T23:11:39.000+06:45,2015-09-08T23:14:54.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:zVSO3tMoium4xyab,no phonenumber property in enketo,uuid:545559f5-5d2f-49f8-a65c-6182591a5902,545559f5-5d2f-49f8-a65c-6182591a5902,2015-09-08T17:29:47,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,25,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,I was not here during earthquake. We came here after some days.There were some cracks in the wall but we have repaired it.,2015-09-08T22:30:00.000+06:45,2015-09-08T23:17:14.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:b57e1452-e0d9-4a29-a0c8-416b7f9dbe48,b57e1452-e0d9-4a29-a0c8-416b7f9dbe48,2015-09-08T17:32:15,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,25,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,We are getting reliefs from government and other INGOs. But what we need most is monetary assitance so that we could rebuild our houses.,2015-09-08T23:17:14.000+06:45,2015-09-08T23:20:11.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:4285a41c-2da7-421f-b190-a37307693245,4285a41c-2da7-421f-b190-a37307693245,2015-09-08T17:35:12,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,45,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,My house was totally destroyed by earthquake. We went to government offices and ask to provide us victim card but they didnot. We made this cottage ourselves. I didnot get any relief from any where. I hope that I could get easy loan at low interest to rebuild the house. I am waiting for reliefs.,2015-09-08T23:20:11.000+06:45,2015-09-08T23:23:40.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:66f0a72b-23c6-4579-b141-03df28d9b3ff,66f0a72b-23c6-4579-b141-03df28d9b3ff,2015-09-08T17:38:41,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,female,37,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,In a moment earthquake destroyed my house to ground. I have not get any victim card till now. No government officers have come to look for us. They say they cannot provide us victim card because of lack of some kind of papers. We want to rebuild our house. Its difficult to live under this cottage.,2015-09-08T23:23:40.000+06:45,2015-09-08T23:27:33.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:d96f70c5-b6d1-45e7-a148-e2ba9b95e084,d96f70c5-b6d1-45e7-a148-e2ba9b95e084,2015-09-08T17:42:51,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,45,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I got some relief from government and some other organisations. But it is not enough. We pay taxes to government. We are charged by interest when we didnot pay tax in time. Now its time government return our favour. But it is doing its work at turtle pace. People didnot get relief in time. BUt now government should provide us easy loans for rebuilding our houses.,2015-09-08T23:27:33.000+06:45,2015-09-08T23:32:48.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:c3930bac-de96-44c2-98a7-ee23e8892df2,c3930bac-de96-44c2-98a7-ee23e8892df2,2015-09-08T17:47:49,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,male,35,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,I didnot get any relief. I am not amazed about it. Its Nepal and we know its because of negative political influence and corruption. We youth should be united and we should struggle to change this tradition.I lost my house and I want easy loan from government to rebuild it.,2015-09-08T23:32:48.000+06:45,2015-09-08T23:37:00.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:5d40a516-d615-47d6-9381-44010810c144,5d40a516-d615-47d6-9381-44010810c144,2015-09-08T17:52:01,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,female,43,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,I live in rent in this house. We didnot get any kind of relief because we donot have house. People are giving relief to those whose house are damaged. But I think relief should be also given to the people who depend upon the very house for shelter. There are many people like me in the valley.,2015-09-09T02:34:47.000+06:45,2015-09-09T02:38:33.000+06:45,09/09/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:f5317fc3-fb5a-4c91-9bdc-5c8550b66ee2,f5317fc3-fb5a-4c91-9bdc-5c8550b66ee2,2015-09-08T20:53:34,,
n/a,n/a,n/a,n/a,n/a,Balaju,n/a,female,19,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Our family didnot get any kind of relief. My father managed a tripal from somewhere and we lived under it for several days. We live renting a flat. The house where we used was totally destroyed and we moved into this house.,2015-09-09T02:38:33.000+06:45,2015-09-09T02:42:26.000+06:45,09/09/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:8c702005-b7fb-40ff-bcf3-3da43e44f3a7,8c702005-b7fb-40ff-bcf3-3da43e44f3a7,2015-09-08T21:02:07,,
n/a,n/a,n/a,n/a,n/a,Balaju-13,n/a,male,30,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Still in process to get card of quake victims,2015-09-08T17:25:37.000+06:45,2015-09-08T17:30:17.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:2B0ZDPaXlg6waTlp,no phonenumber property in enketo,uuid:a5edc12c-206d-43c1-b2cd-42bbb711e853,a5edc12c-206d-43c1-b2cd-42bbb711e853,2015-09-08T12:32:12,,
n/a,n/a,n/a,n/a,n/a,Balaju-16,n/a,female,39,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Front house is damaged while constructing road and backward house is damaged by quake and no place for shelter.hoping for relief,2015-09-08T17:18:23.000+06:45,2015-09-08T17:25:37.000+06:45,09/08/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:2B0ZDPaXlg6waTlp,no phonenumber property in enketo,uuid:1d294c51-24c2-4ece-9f01-df49765cb4a1,1d294c51-24c2-4ece-9f01-df49765cb4a1,2015-09-08T12:32:14,,
27.99155 84.63115 1057 0,27.99155,84.63115,1057,0,Baraha,n/a,male,39,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Has another rcc building nearby,2015-08-29T06:39:22.000+06:45,2015-08-30T07:31:59.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:f80e7e12-02cf-45ad-917e-97c990d2e93b,f80e7e12-02cf-45ad-917e-97c990d2e93b,2015-08-30T01:50:06,,
27.99176 84.63035 1046 0,27.99176,84.63035,1046,0,Baraha,n/a,female,55,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No any,2015-08-29T06:41:00.000+06:45,2015-08-30T07:35:11.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:7b56644b-f561-44bc-a580-5da9a2efc101,7b56644b-f561-44bc-a580-5da9a2efc101,2015-08-30T01:51:07,,
27.99274 84.63012 1060 0,27.99274,84.63012,1060,0,Baraha,n/a,male,44,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No,2015-08-29T06:42:25.000+06:45,2015-08-30T07:36:25.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:2c036375-040a-460a-968c-da06bc629def,2c036375-040a-460a-968c-da06bc629def,2015-08-30T01:52:24,,
27.9927 84.62938 1042 0,27.9927,84.62938,1042,0,Baraha,n/a,male,60,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Comments on unequal distribution of relief material,2015-08-29T06:43:30.000+06:45,2015-08-30T07:38:45.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:98730609-bcd9-47dc-8efe-3ac8e4d032a0,98730609-bcd9-47dc-8efe-3ac8e4d032a0,2015-08-30T05:53:41,,
27.99837 84.6193 1039 0,27.99837,84.6193,1039,0,Batase,n/a,male,60,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No,2000-01-02T18:06:04.000+06:45,2015-08-30T07:56:37.000+06:45,01/02/2000,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:c2fef6d6-a5b8-4abe-900e-51a6e7ad6719,c2fef6d6-a5b8-4abe-900e-51a6e7ad6719,2015-08-30T05:53:43,,
27.99841 84.61893 1033 0,27.99841,84.61893,1033,0,Batase,n/a,female,42,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,No,2000-01-02T18:09:31.000+06:45,2015-08-30T07:57:31.000+06:45,01/02/2000,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:4aecc8d2-1440-44d2-9e94-a5345ce9e554,4aecc8d2-1440-44d2-9e94-a5345ce9e554,2015-08-30T05:53:44,,
27.99884 84.61862 1037 0,27.99884,84.61862,1037,0,Batase,n/a,male,80,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Comments as, have faith in God!",2000-01-02T18:10:41.000+06:45,2015-08-30T07:58:07.000+06:45,01/02/2000,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:7e953358-e082-43a3-8e27-628af7df3c7a,7e953358-e082-43a3-8e27-628af7df3c7a,2015-08-30T05:53:45,,
27.99909 84.61943 1060 0,27.99909,84.61943,1060,0,Batase,n/a,female,46,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Focused on education sector the most illustrating the lack of management during a hazard,2000-01-02T18:12:18.000+06:45,2015-08-30T07:59:21.000+06:45,01/02/2000,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:lSVy7vdowGG0gNgO,no phonenumber property in enketo,uuid:c17c7551-cb57-49ec-88fe-a8bb3d90ccc7,c17c7551-cb57-49ec-88fe-a8bb3d90ccc7,2015-08-30T05:53:46,,
27.946977 85.23999 1914.6 33,27.946977,85.23999,1914.6,33,"bhageswori 03, nuwakot",n/a,male,40,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,nothing,2015-08-30T10:07:47.000+06:45,2015-08-30T10:09:22.000+06:45,8/30/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:80d20aeb-adea-40a7-b1a3-4eb16d9c3680,80d20aeb-adea-40a7-b1a3-4eb16d9c3680,2015-08-30T05:52:58,,
n/a,n/a,n/a,n/a,n/a,"bhageswori03, nuwakot",n/a,male,52,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-30T10:22:39.000+06:45,2015-08-30T10:23:39.000+06:45,8/30/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:42435696-53ec-4852-bebc-2caa0ba32d38,42435696-53ec-4852-bebc-2caa0ba32d38,2015-08-30T10:22:44,,
n/a,n/a,n/a,n/a,n/a,"bhageswori03, nuwakot",n/a,male,55,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,nothing,2015-08-30T10:23:39.000+06:45,2015-08-30T10:24:43.000+06:45,8/30/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:fd7b4459-54fb-4855-b176-d1b0c9d3d22a,fd7b4459-54fb-4855-b176-d1b0c9d3d22a,2015-08-30T10:22:50,,
n/a,n/a,n/a,n/a,n/a,"bhageswori03, nuwakot",n/a,male,57,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-30T10:24:44.000+06:45,2015-08-30T10:26:14.000+06:45,8/30/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:076a732e-b4cc-4840-b7c7-279b8ba72a58,076a732e-b4cc-4840-b7c7-279b8ba72a58,2015-08-30T10:22:50,,
n/a,n/a,n/a,n/a,n/a,"bhageswori03, nuwakot",n/a,female,45,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-30T10:26:14.000+06:45,2015-08-30T10:27:39.000+06:45,8/30/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:27bea1fb-50a2-4d3e-a2c8-47b7b0ef52f0,27bea1fb-50a2-4d3e-a2c8-47b7b0ef52f0,2015-08-30T10:22:51,,
n/a,n/a,n/a,n/a,n/a,Bhaktapur,n/a,male,57,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Government should provide easy loans for reconstruction.,2015-08-24T17:42:06.000+06:45,2015-08-24T17:44:19.000+06:45,8/24/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xJwLV4xqQ8rUEiXQ,no phonenumber property in enketo,uuid:d0118c4e-5c49-4d7b-8f71-34a0a915b992,d0118c4e-5c49-4d7b-8f71-34a0a915b992,2015-08-24T11:59:22,,
n/a,n/a,n/a,n/a,n/a,Bhaktapur,n/a,female,73,Yes,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Health awareness programmes and agricultural assistance is my first priority..,2015-08-24T17:44:20.000+06:45,2015-08-24T17:47:21.000+06:45,8/24/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xJwLV4xqQ8rUEiXQ,no phonenumber property in enketo,uuid:31dc3fc1-3f45-4a14-a430-3e1362f9ac72,31dc3fc1-3f45-4a14-a430-3e1362f9ac72,2015-08-24T12:02:24,,
n/a,n/a,n/a,n/a,n/a,Bhaktapur,n/a,male,66,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Hope on God.Thankful to helping hands,2015-08-26T22:07:07.000+06:45,2015-08-26T22:09:27.000+06:45,8/26/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xJwLV4xqQ8rUEiXQ,no phonenumber property in enketo,uuid:4e9a7f8a-4b0e-4264-8db0-7e583999d585,4e9a7f8a-4b0e-4264-8db0-7e583999d585,2015-08-27T03:43:25,,
n/a,n/a,n/a,n/a,n/a,Bhaktapur,n/a,male,30,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Poor and lower caste people can't got relief fund,2015-08-26T15:35:16.000+06:45,2015-08-26T15:41:13.000+06:45,8/26/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:2B0ZDPaXlg6waTlp,no phonenumber property in enketo,uuid:0ea34050-3257-4aa2-a755-50e35f618238,0ea34050-3257-4aa2-a755-50e35f618238,2015-08-27T13:26:44,,
n/a,n/a,n/a,n/a,n/a,Bhaktapur,n/a,male,55,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Government did not know the way of distributing the fund,2015-08-26T08:10:45.000+06:45,2015-08-26T08:14:50.000+06:45,8/26/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:2B0ZDPaXlg6waTlp,no phonenumber property in enketo,uuid:988a9dbf-9e95-4513-9f75-6a4af0f972d8,988a9dbf-9e95-4513-9f75-6a4af0f972d8,2015-08-27T13:26:50,,
